image_id,image description,frames,Emotions,Values,Triggers
2543,inside archery magazine cover - 3 / 1 / 2013,frame:Text,,,"https://w3id.org/framester/wn/wn30/instances/synset-magazine-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-blanket-noun-1"
2544,a close up of a magazine with a cartoon rabbit flying in the air,"frame:RideVehicle, frame:Motion, frame:CreateRepresentation, frame:Text, frame:LaborProduct, frame:WorkingOn, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:Hunting, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-rabbit-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-air-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-magazine-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cartoon-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2545,there is a red truck that is parked in the desert,"frame:Placing, frame:Vehicle, frame:BiologicalArea, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-truck-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-desert-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2546,a close up of a car advertisement with a dog on the front,"frame:PartOrientational, frame:Vehicle, frame:Animals",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
2547,citi credit card offer email,"frame:Statement, frame:Possession",,,"https://w3id.org/framester/wn/wn30/instances/synset-card-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-offer-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-credit-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-electronic%20mail-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-credit%20card-noun-1"
2548,a close up of a car with a white background and a black background,"frame:Vehicle, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
2549,arafed skier in a silver suit skiing down a snowy slope,"frame:Clothing, frame:Motion, frame:PathShape, frame:Posture, frame:ChangePosture, frame:MotionDirectional, frame:Travel",,,"https://w3id.org/framester/wn/wn30/instances/synset-skier-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-slope-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-suit-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-skiing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-silver-adjectivesatellite-1"
2550,a picture of a bicycle with a black and white design on it,,,folk:Management,"https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-bicycle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-design-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-design-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1"
2551,a close up of a radio on a red surface with a red background,,,,"https://w3id.org/framester/wn/wn30/instances/synset-radio%20receiver-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-surface-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2552,a red car is flying through the air with a light coming from it,,,,"https://w3id.org/framester/wn/wn30/instances/synset-light-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-air-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2553,a close up of a car driving through a snowy area,,,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-area-noun-1"
2555,a close up of a toy octopus on wheels with a black background,"frame:Conduct, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-plaything-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-octopus-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2556,a close up of a woman with a taped face and nose,"frame:ObservableBodyParts, frame:CauseChangeOfPositionOnAScale, frame:Attaching, frame:FacialExpression, frame:Possession, frame:People, frame:ChangePositionOnAScale",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-face-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-nose-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-nose-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2557,a vintage advertisement for a car with a picture of a woman and a plane,"frame:People, frame:Vehicle, frame:Sensation, frame:OpticalImage",,,"https://w3id.org/framester/wn/wn30/instances/synset-airplane-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
2558,a man in boxing gloves holding a white glove,"frame:People, frame:Placing, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-baseball%20glove-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1"
2559,bottled life movie poster,"frame:Attaching, frame:IntentionallyCreate, frame:Existence, frame:Creating, frame:BehindTheScenes",,,"https://w3id.org/framester/wn/wn30/instances/synset-life-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-movie-noun-1"
2560,a close up of a poster with a pair of high heeled shoes,"frame:MeasurableAttributes, frame:Aggregate, frame:Dimension, frame:Attaching, frame:PositionOnAScale",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-high-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-pair-noun-1"
2563,a series of four pictures of a red suv with a side view mirror,"frame:Range, frame:Sequence, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-series-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-mirror-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sport%20utility-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-position-noun-3, https://w3id.org/framester/wn/wn30/instances/synset-side-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2564,herd of horses grazing in a field under a cloudy sky,"frame:Giving, frame:CauseImpact, frame:Locale, frame:Impact",,folk:Giving,"https://w3id.org/framester/wn/wn30/instances/synset-herd-noun-1, https://w3id.org/framester/data/framestercore/Giving, https://w3id.org/framester/wn/wn30/instances/synset-field-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cloudy-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-sky-noun-1"
2565,arafed woman holding a lit candle in her hand,"frame:ObservableBodyParts, frame:Manipulation, frame:Containing, frame:Inclusion, frame:Possession, frame:People",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-literature-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-candle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2566,there are three model airplanes hanging from a ceiling in a room,"frame:Placing, frame:ConnectingArchitecture, frame:Exemplariness, frame:Filling, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ceiling-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-exemplary-adjectivesatellite-1"
2567,land rover defender 2 led daytime light,"frame:Defend, frame:Cotheme, frame:Inspecting, frame:LocationOfLight, frame:Scrutiny",,"mft:Authority, folk:Analysis, folk:Leadership, mft:Care, bhv:Power, bhv:Security, folk:Empowerment","https://w3id.org/framester/data/framestercore/Scrutiny, https://w3id.org/framester/vn/vn31/data/Lead_51070000, https://w3id.org/framester/wn/wn30/instances/synset-rover-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-rover-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-defender-noun-1, https://w3id.org/framester/data/framestercore/Defend, https://w3id.org/framester/wn/wn30/instances/synset-defender-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-light-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-land-noun-1"
2568,a car with smoke coming out of it and a blue smoke coming out of it,"frame:Emitting, frame:Vehicle, frame:Color, frame:Arriving",,,"https://w3id.org/framester/wn/wn30/instances/synset-blue-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-out-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-smoke-noun-1"
2569,a close up of a car key with a city skyline in the background,"frame:Vehicle, frame:PoliticalLocales, frame:Gizmo, frame:Damaging, frame:Roadways, frame:LocaleByUse",,"mft:Authority, mft:Harm","https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-key-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-key-noun-1, https://w3id.org/framester/data/framestercore/PoliticalLocales, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-horizon-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/data/framestercore/Damaging, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
2570,a close up of a living room with a couch and a vacuum,"frame:BuildingSubparts, frame:Fullness",,,"https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sofa-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-vacuum-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-life-noun-2"
2573,a black and white advertisement of a man in a military uniform,"frame:Clothing, frame:People, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-uniform-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-military-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1"
2574,arafed woman in a tight short shorts and sneakers doing a trick,"frame:DurationAttribute, frame:People, frame:Dimension",,,"https://w3id.org/framester/wn/wn30/instances/synset-trick-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-short%20pants-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-short-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-tight-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
2575,a close up of a shelf with a lot of magazines on it,"frame:BuildingSubparts, frame:Aggregate, frame:Quantity",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-shelf-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-batch-noun-2"
2576,someone is holding a cell phone and touching a hand with a glove,"frame:ObservableBodyParts, frame:Manipulation, frame:CommunicationMeans, frame:Contacting, frame:Substance",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-baseball%20glove-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cell-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-telephone-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2577,a man holding a hammer in his hand with the words smash the rest ride the best,"frame:RideVehicle, frame:ObservableBodyParts, frame:CauseHarm, frame:Manipulation, frame:Motion, frame:CauseToFragment, frame:Impact, frame:Rest, frame:Containing, frame:Inclusion, frame:Possession, frame:People, frame:OperateVehicle, frame:Travel",,"mft:Harm, folk:Control","https://w3id.org/framester/wn/wn30/instances/synset-smash-verb-2, https://w3id.org/framester/wn/wn30/instances/synset-smash-verb-2, https://w3id.org/framester/wn/wn30/instances/synset-hammer-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-best-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-hammer-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-ride-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-remainder-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/data/framestercore/CauseHarm, https://w3id.org/framester/data/framestercore/Manipulation"
2578,a close up of a star wars poster with a helmet,frame:Accoutrements,,,"https://w3id.org/framester/wn/wn30/instances/synset-star-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-helmet-noun-2"
2579,a close up of a poster of a bottle of soda and a picture of a man,"frame:Containers, frame:OpticalImage, frame:MeasureVolume, frame:Attaching, frame:Sensation, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-pop-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1"
2580,a poster of a basketball player with a basketball ball and flames,"frame:Attaching, frame:Participation",,folk:Competition,"https://w3id.org/framester/wn/wn30/instances/synset-ball-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-player-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-player-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-basketball-noun-1"
2581,a close up of a bottle of toothpaste with a black background,"frame:Containers, frame:MeasureVolume, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-toothpaste-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2583,a person holding a cigarette in their hand with a cigarette in the background,"frame:ObservableBodyParts, frame:Manipulation, frame:Containing, frame:Inclusion, frame:Possession, frame:Intoxicants, frame:People",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2584,there are three men standing next to a large white object,"frame:Size, frame:Posture, frame:Placing, frame:CauseChange, frame:Dimension, frame:Color, frame:ChangePosture, frame:BeingLocated",,,"https://w3id.org/framester/wn/wn30/instances/synset-object-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-large%20white-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-large-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
2586,a black and white photo of a snow covered road with power lines,"frame:Differentiation, frame:Representing, frame:Topic, frame:Eclipse, frame:Color, frame:Filling, frame:Roadways, frame:Adorning, frame:Precipitation",,"folk:Leadership, mft:Authority, bhv:Power","https://w3id.org/framester/wn/wn30/instances/synset-power-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-snow-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-road-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-power-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-photograph-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1"
2587,arafed boxer in a boxing ring with a referee on the ground,"frame:HostileEncounter, frame:NaturalFeatures, frame:CauseHarm, frame:Causation, frame:CauseImpact, frame:Sending, frame:Quarreling, frame:ExperienceBodilyHarm",be:Anger,"mft:Harm, folk:Control","https://w3id.org/framester/wn/wn30/instances/synset-boxer-noun-1, https://w3id.org/framester/data/framestercore/Quarreling, https://w3id.org/framester/wn/wn30/instances/synset-boxer-noun-1, https://w3id.org/framester/data/framestercore/ExperienceBodilyHarm, https://w3id.org/framester/data/framestercore/CauseHarm, https://w3id.org/framester/wn/wn30/instances/synset-boxing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-land-noun-4, https://w3id.org/framester/wn/wn30/instances/synset-ring-noun-2, https://w3id.org/framester/data/framestercore/HostileEncounter, https://w3id.org/framester/wn/wn30/instances/synset-referee-noun-1"
2588,a close up of a dog on a shelf with a computer,"frame:Gizmo, frame:Animals, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-shelf-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-computer-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1"
2589,audi print advert featuring a car and pretzels,frame:Vehicle,,,"https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-print-noun-2"
2590,a magazine cover with a man holding a knife and a knife in his hand,"frame:ObservableBodyParts, frame:Manipulation, frame:Text, frame:Containing, frame:Weapon, frame:Inclusion, frame:Possession, frame:People",,"mft:Harm, folk:Control","https://w3id.org/framester/wn/wn30/instances/synset-magazine-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-blanket-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-knife-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2591,a man is doing a trick on a basketball court in the rain,"frame:People, frame:JudicialBody, frame:Precipitation",,mft:Fairness,"https://w3id.org/framester/wn/wn30/instances/synset-basketball-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-trick-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-rain-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-court-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-court-noun-1, https://w3id.org/framester/data/framestercore/JudicialBody"
2592,a close up of a row of luggage sitting on top of a black floor,"frame:Containers, frame:Posture, frame:Placing, frame:ArchitecturalPart, frame:Supply, frame:Color, frame:Shapes, frame:ChangePosture, frame:BeingLocated",,"mft:Harm, folk:Control","https://w3id.org/framester/wn/wn30/instances/synset-floor-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-floor-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-top-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-row-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-baggage-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2593,there is a woman standing in a boxing ring with a punching bag,"frame:People, frame:Containers, frame:OccupyRank, frame:MeasureVolume",,"mft:Authority, folk:Consideration","https://w3id.org/framester/data/framestercore/OccupyRank, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-boxing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ring-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bag-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1"
2594,arafed boat in the water with a man on it,"frame:People, frame:Vehicle, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-boat-noun-1"
2595,bmw print advert featuring a woman leaning against a tree,"frame:PathShape, frame:Posture, frame:BiologicalArea, frame:ChangePosture, frame:People, frame:MotionDirectional",,,"https://w3id.org/framester/wn/wn30/instances/synset-tree-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-print-noun-2"
2596,a poster of a man holding a steering wheel with a blue background,"frame:Attaching, frame:People, frame:Artifact, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-wheel-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-steering-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-blue-adjectivesatellite-1"
2597,arafed image of a race car on a track with a shadow,"frame:OpticalImage, frame:Vehicle, frame:Awareness, frame:PathTraveled, frame:Roadways",,folk:Consciousness,"https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-shadow-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-race-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-path-noun-4"
2598,an old advertisement for a yellow car with a man in the driver seat,"frame:Age, frame:Capacity, frame:CauseMotion, frame:Bringing, frame:Vehicle, frame:Placing, frame:Supply, frame:Color, frame:BeingEmployed, frame:People, frame:OperateVehicle",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-seat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-driver-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-yellow-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ad-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-old-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-driver-noun-1"
2599,a close up of a person holding a cell phone with a cell phone in the air,"frame:Manipulation, frame:CommunicationMeans, frame:Contacting, frame:Containing, frame:Inclusion, frame:Possession, frame:People, frame:Substance",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-cell-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-telephone-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-air-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2600,a woman in a pink wig and black outfit standing on a pink background,"frame:People, frame:Accoutrements, frame:OccupyRank, frame:Color",,"mft:Authority, folk:Consideration","https://w3id.org/framester/data/framestercore/OccupyRank, https://w3id.org/framester/wn/wn30/instances/synset-pink-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-outfit-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-wig-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1"
2602,a group of women in bikinis posing for a photo,"frame:Organization, frame:Representing, frame:Aggregate, frame:PosingAs, frame:Feigning",,mft:Cheating,"https://w3id.org/framester/wn/wn30/instances/synset-photograph-noun-1, https://w3id.org/framester/data/framestercore/PosingAs, https://w3id.org/framester/data/framestercore/Feigning, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
2604,arafed tennis player jumping in the air with a tennis racket,"frame:Sounds, frame:Participation, frame:Sensation, frame:Substance, frame:ChangePositionOnAScale",,folk:Competition,"https://w3id.org/framester/wn/wn30/instances/synset-tennis-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-player-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-player-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-air-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-racket-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-tennis%20player-noun-1"
2605,there are two men in orange jackets holding hands with handcuffs,,,,"https://w3id.org/framester/wn/wn30/instances/synset-orange-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
2606,a close up of a cell phone with blood on it,"frame:Placing, frame:Contacting, frame:Filling, frame:BiologicalEntity, frame:CommunicationMeans",,,"https://w3id.org/framester/wn/wn30/instances/synset-telephone-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cell-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-blood-noun-1"
2607,a close up of a bottle of alcohol on a table,"frame:Containers, frame:MeasureVolume, frame:Intoxicants",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-table-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-alcohol-noun-1"
2609,there are four pictures of a woman sitting at a desk with a laptop,"frame:Posture, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-desk-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-laptop-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
2610,a black and red logo with a red circle with words around it,"frame:Shapes, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-logo-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-circle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2611,a close up of a person holding a skateboard near a car,"frame:People, frame:OperateVehicle, frame:Vehicle",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-skateboard-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1"
