image_id,image_description,frames
1111,a bull and a rooster are facing each other with a thought bubble above them,"frame:Cogitation, frame:Excreting, frame:HostileEncounter, frame:Food, frame:Awareness, frame:ConfrontingProblem"
1112,a close up of a woman with a knife in her mouth,"frame:ShapedPart, frame:Weapon, frame:People, frame:ObservableBodyParts"
1116,there is a man with blood on his face and a quote on his face,"frame:Filling, frame:People, frame:ObservableBodyParts, frame:FacialExpression, frame:Placing"
1117,there is a woman sitting in a car with a monster truck on it,"frame:Posture, frame:People, frame:Vehicle, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1118,a close up of a pizza cutter on a pizza pan,"frame:Cutting, frame:CauseHarm"
1119,arafed man holding a keg with a phone in his hand,"frame:CommunicationMeans, frame:Contacting, frame:People, frame:ObservableBodyParts, frame:Containers"
1121,a close up of a man with goggles and a swimming cap,"frame:People, frame:Accoutrements, frame:SelfMotion"
1122,a poster with a man standing on a scale with a baby on it,"frame:Posture, frame:People, frame:Attaching, frame:PeopleByAge, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1126,arafed man in a car using a cell phone,"frame:IntentionallyAffect, frame:Using, frame:CommunicationMeans, frame:Contacting, frame:People, frame:Vehicle, frame:Substance"
1128,a close up of a woman's legs with heels on a magazine page,"frame:People, frame:Text"
1130,a close up of a bottle cap advertisement with various sodas,"frame:MeasureVolume, frame:Containers, frame:Accoutrements"
1132,two gorillas in the jungle with a quote about life on the planet,"frame:Existence, frame:SetOfInterrelatedEntities"
1135,arafed image of a group of people standing next to a wall,"frame:Posture, frame:Aggregate, frame:People, frame:Awareness, frame:ArchitecturalPart, frame:ChangePosture, frame:Placing, frame:Organization, frame:BeingLocated"
1139,there is a poster on the wall of a subway station,"frame:Roadways, frame:Attaching, frame:LocaleByUse, frame:ArchitecturalPart"
1140,a close up of a person's eye with a piece of paper on it,"frame:Ingredients, frame:Filling, frame:Creating, frame:People, frame:ObservableBodyParts, frame:PartWhole, frame:Substance, frame:Building"
1142,araffe made of newspaper sitting in a field with a tree,"frame:Posture, frame:BiologicalArea, frame:Appointing, frame:Text, frame:ChangePosture, frame:CauseChange, frame:Causation, frame:Placing, frame:BeingLocated"
1143,a man in a tiger costume laying on the ground,"frame:Clothing, frame:NaturalFeatures, frame:People, frame:Placing"
1144,arafed image of a man sitting on a ledge overlooking a city,"frame:Posture, frame:NaturalFeatures, frame:People, frame:Awareness, frame:ChangePosture, frame:PoliticalLocales, frame:Placing, frame:LocaleByUse, frame:BeingLocated"
1146,a close up of a man in jeans and a jacket holding a cell phone,"frame:CommunicationMeans, frame:Contacting, frame:People, frame:Clothing, frame:Substance"
1148,a poster with a hand painted like a fist with a mouth,"frame:CommunicateCategorization, frame:CreatePhysicalArtwork, frame:IntentionallyCreate, frame:ShapedPart, frame:ObservableBodyParts, frame:Attaching, frame:CreateRepresentation"
1150,a comic book cover of a man in a red suit and black gloves,"frame:StimulusFocus, frame:Color, frame:Text, frame:PartOrderedSegments, frame:People, frame:Clothing"
1151,a painting of a man holding a gun and shooting a fish,"frame:Aggregate, frame:ShootProjectiles, frame:CauseToPerceive, frame:People, frame:Manipulation, frame:Weapon"
1152,a close up of a bottle cap with a car on it,"frame:MeasureVolume, frame:Containers, frame:Vehicle, frame:Accoutrements"
1156,there is a woman with a strawberry on her lips and a magazine cover,"frame:People, frame:Text"
1157,a close up of a bottle of pills with a yellow cap,"frame:Color, frame:MeasureVolume, frame:Containers, frame:Accoutrements"
1158,a poster with a picture of a woman holding a gun and a man holding a gun,"frame:Sensation, frame:OpticalImage, frame:People, frame:Attaching, frame:Weapon"
1161,a close up of a poster with a bunch of pictures of people,"frame:People, frame:Aggregate, frame:Attaching"
1162,a close up of a poster with a man smoking a pipe,"frame:IngestSubstance, frame:People, frame:Attaching"
1163,araffe print advert featuring a woman holding a bag of candy,"frame:People, frame:MeasureVolume, frame:Containers, frame:Food"
1164,a woman in a red dress standing next to four swords,"frame:Posture, frame:Color, frame:People, frame:Clothing, frame:Placing, frame:ChangePosture, frame:BeingLocated"
1167,a turtle swimming in the ocean with a logger bar,"frame:NaturalFeatures, frame:CauseHarm, frame:SelfMotion, frame:Cutting, frame:Buildings"
1168,a black and white photo with a quote that says act positive and think negative,"frame:TextCreation, frame:Communication, frame:Categorization, frame:Statement, frame:Regard, frame:Color, frame:Law, frame:Representing, frame:Opinion, frame:Awareness, frame:Request, frame:Differentiation"
1170,a close up of a bottle of jameson whiskey with a person in the water,"frame:People, frame:MeasureVolume, frame:Substance, frame:Containers"
1172,a close up of a green marker on a piece of paper,"frame:Sign, frame:Ingredients, frame:Filling, frame:Creating, frame:Color, frame:PartWhole, frame:Substance, frame:Building"
1177,a close up of a car key with a gas can on it,"frame:Gizmo, frame:Capability, frame:Preserving, frame:IntentionallyCreate, frame:Vehicle, frame:CauseHarm, frame:Damaging, frame:Substance"
1178,a woman in a red dress and a man in a black hat,"frame:Clothing, frame:People, frame:Color, frame:Accoutrements"
1180,arafed advertisement on a billboard in a city at night,"frame:CalendricUnit, frame:PoliticalLocales, frame:LocaleByUse"
1182,a red lipstick is sitting on a white surface,"frame:Posture, frame:BodyDecoration, frame:PartInnerOuter, frame:Color, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1185,a poster with a heart inside of a cone of ice cream,"frame:InchoativeChangeOfTemperature, frame:CauseTemperatureChange, frame:Opinion, frame:Artifact, frame:Awareness, frame:Attaching, frame:Choosing"
1188,there is a sign that says there is no the danger,"frame:TextCreation, frame:Sign, frame:Communication, frame:Statement, frame:BeingAtRisk, frame:Request"
1191,there is a man standing next to a jeep with a cell phone,"frame:Posture, frame:CommunicationMeans, frame:Contacting, frame:People, frame:Vehicle, frame:ChangePosture, frame:Substance, frame:Placing, frame:BeingLocated"
1197,a close up of a snake on a bottle of alcohol,"frame:MeasureVolume, frame:Containers, frame:Intoxicants"
1199,a close up of a person sitting at a table with a cigarette,"frame:Posture, frame:Intoxicants, frame:People, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1200,a poster of a dinosaur with a bottle of beer in it,"frame:Food, frame:MeasureVolume, frame:Containers, frame:Attaching"
1201,"a close up of two vans with a red, white and blue stripe","frame:Color, frame:Clothing"
1205,arafed image of a man walking in front of a cell phone,"frame:CommunicationMeans, frame:Contacting, frame:People, frame:PartOrientational, frame:Awareness, frame:Substance"
1206,a poster with a blue and white image of a facebook logo,"frame:Color, frame:Awareness, frame:Attaching"
1207,arafed image of a man and woman sitting on a bench,"frame:Posture, frame:BeingLocated, frame:People, frame:Awareness, frame:ChangePosture, frame:Placing"
1209,arafed woman in white outfit sitting on a stool holding a bottle of swinefold,"frame:Posture, frame:Color, frame:People, frame:ChangePosture, frame:MeasureVolume, frame:Containers, frame:Placing, frame:BeingLocated"
1210,arafed woman sitting on the floor with a yellow tape wrapped around her,"frame:Posture, frame:BeingLocated, frame:Filling, frame:Color, frame:People, frame:Attaching, frame:ArchitecturalPart, frame:ChangePosture, frame:Placing"
1211,a close up of a woman with a tooth missing from her teeth,"frame:SuccessOrFailure, frame:People, frame:ObservableBodyParts"
1212,a close up of a cartoon character with a light in his mouth,"frame:LocationOfLight, frame:ShapedPart, frame:WorkingOn, frame:ObservableBodyParts, frame:LaborProduct, frame:CreateRepresentation"
1213,arafed image of a woman sitting on a ledge in a city,"frame:Posture, frame:NaturalFeatures, frame:People, frame:Awareness, frame:ChangePosture, frame:PoliticalLocales, frame:Placing, frame:LocaleByUse, frame:BeingLocated"
1214,there is a man on a skateboard on a wooden deck,"frame:OperateVehicle, frame:People, frame:Vehicle"
1216,a close up of a cell phone with a black background,"frame:Color, frame:Substance, frame:Contacting, frame:CommunicationMeans"
1218,a close up of a sculpture of a person with a bunch of wires,"frame:People, frame:Aggregate, frame:PhysicalArtworks"
1219,a close up of a woman smoking a cigarette and a poster,"frame:IngestSubstance, frame:People, frame:Intoxicants, frame:Attaching"
1220,a poster for a movie with a pregnant drinking a bottle,"frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:MeasureVolume, frame:Containers"
1221,a close up of a person holding a gun with a message,"frame:People, frame:Weapon"
1222,a poster with a man sitting on a stool holding a stick,"frame:Gizmo, frame:Posture, frame:People, frame:Attaching, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1223,a woman in a hospital bed with a tube in her mouth,"frame:ShapedPart, frame:BuildingSubparts, frame:People, frame:ObservableBodyParts, frame:Buildings, frame:Supply, frame:Causation, frame:Placing"
1225,arafed image of a man and woman on a runway,"frame:Roadways, frame:People, frame:Awareness"
1229,a close up of a cigarette being blown by a cigarette lighter,"frame:Intoxicants, frame:Breathing"
1230,a man flying through the air over a car on fire,"frame:Event, frame:Motion, frame:People, frame:Bringing, frame:Vehicle, frame:SelfMotion, frame:OperateVehicle, frame:Substance, frame:RideVehicle"
1231,shadows of a person's hand and a cell phone,"frame:CommunicationMeans, frame:Contacting, frame:People, frame:ObservableBodyParts, frame:Substance"
1232,arafed man standing in front of a bed with a stick in his hand,"frame:Gizmo, frame:BuildingSubparts, frame:PartOrientational, frame:People, frame:ObservableBodyParts, frame:OccupyRank, frame:Supply, frame:Causation, frame:Placing"
1234,a poster with a chocolate bar and a chocolate bar on it,"frame:Food, frame:Attaching, frame:Buildings"
1235,a close up of a cigarette with a cigarette sticking out of it,"frame:CauseMotion, frame:Intoxicants, frame:InchoativeAttaching, frame:Attaching, frame:BeingAttached, frame:Placing"
1238,a close up of two magazines with a picture of a wave,"frame:OpticalImage, frame:Event, frame:Sensation"
1240,a poster with a cigarette and a cigarette lighter in front of a mouth,"frame:Intoxicants, frame:SettingFire, frame:ShapedPart, frame:PartOrientational, frame:ObservableBodyParts, frame:Attaching"
1241,a close up of a group of boats in a body of water,"frame:Substance, frame:Aggregate, frame:PartWhole, frame:Organization"
1242,there are three slices of pizza in a box on a table,"frame:MeasureVolume, frame:Containers"
1243,arafed boat with a giant fish in the water near a boat,"frame:Aggregate, frame:Dimension, frame:Vehicle, frame:Size, frame:Manipulation, frame:Substance"
1244,there is a whale that is sitting on the back of a car,"frame:Posture, frame:BeingLocated, frame:ObservableBodyParts, frame:Vehicle, frame:ChangePosture, frame:Placing"
1246,a close up of a person with a fake phone on their face,"frame:Artificiality, frame:CommunicationMeans, frame:Contacting, frame:People, frame:ObservableBodyParts, frame:FacialExpression"
1249,a green monster driving a car at night with a steering wheel,"frame:CauseMotion, frame:CalendricUnit, frame:Color, frame:Artifact, frame:Bringing, frame:Vehicle, frame:SelfMotion, frame:OperateVehicle, frame:RideVehicle"
1253,arafed image of a car and a fish in a bowl,"frame:Aggregate, frame:Awareness, frame:Vehicle, frame:Manipulation, frame:MeasureVolume"
1254,a poster of a street with a stop sign on it,"frame:Roadways, frame:Sign, frame:Attaching, frame:TemporaryStay"
1256,araf truck parked in a bike lane in a city,"frame:Conduct, frame:Vehicle, frame:PoliticalLocales, frame:LocaleByUse, frame:Placing"
1257,a poster with a picture of a brain on a pedestal,"frame:OpticalImage, frame:ObservableBodyParts, frame:Attaching, frame:Sensation"
1260,a close up of a young boy with a scarf on his neck,
1264,a poster with a clock and a message that reads do you sweat on your child's life,
1265,a man with a knife in his hand and a caption for ban animal circus,
1266,a woman in jeans and a pink shirt is reaching up to a candelab,
1270,arafed man with a green shirt and a cloud of smoke,
1271,a man is brushing his teeth with a toothbrush,
1273,there is a truck with a leopard on the back of it,"frame:ObservableBodyParts, frame:Vehicle"
1275,woman holding a baby in a pan in front of an oven,"frame:Possession, frame:Containing, frame:PartOrientational, frame:People, frame:PeopleByAge, frame:Inclusion, frame:Manipulation"
1276,boxing gloves are red and black in color,"frame:Color, frame:Placing"
1277,a man in a black hoodie holding a sword in the air,"frame:Color, frame:Possession, frame:Containing, frame:People, frame:Inclusion, frame:Manipulation, frame:Substance, frame:Weapon"
1278,arafed image of two children holding guns in a classroom,"frame:Possession, frame:Containing, frame:BuildingSubparts, frame:Awareness, frame:Inclusion, frame:Manipulation"
1281,a poster of a penguin and a seal are in the snow,"frame:Attaching, frame:Precipitation"
1287,a close up of a person sitting in a cage with a bottle,"frame:Posture, frame:People, frame:ChangePosture, frame:MeasureVolume, frame:Containers, frame:Placing, frame:BeingLocated"
1288,a close up of a black and white photo of a flying object,"frame:Color, frame:Representing, frame:Motion, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:CauseChange, frame:RideVehicle"
1289,a couple of women standing on top of a rocky cliff,"frame:Posture, frame:NaturalFeatures, frame:ChangePosture, frame:Supply, frame:Placing, frame:PersonalRelationship, frame:BeingLocated"
1292,a poster of a baby chewing on a napkin with a green background,"frame:Grinding, frame:Color, frame:Attaching, frame:PeopleByAge"
1293,surfer standing on the beach with his surfboard under a stormy sky,"frame:Locale, frame:Weather, frame:NaturalFeatures, frame:Motion, frame:OccupyRank"
1294,smoke coming out of a lungs lungs with a cigarette in the middle,"frame:PartInnerOuter, frame:Arriving, frame:Emitting, frame:Intoxicants"
1296,arafed man in leather jacket sitting on a chair with a book,"frame:Posture, frame:Text, frame:PartOrderedSegments, frame:People, frame:Clothing, frame:Placing, frame:ChangePosture, frame:BeingLocated"
1297,"two posters for the campaign, with a gun and a gun",frame:Weapon
1302,a woman with a surprised look on her face and some words,"frame:People, frame:FacialExpression, frame:ObservableBodyParts, frame:ExpressingPublicly"
1304,a close up of a snowboarder on a snowy mountain,frame:NaturalFeatures
1306,there is a woman sitting on a bed smoking a cigarette,"frame:Posture, frame:BeingLocated, frame:Intoxicants, frame:BuildingSubparts, frame:People, frame:ChangePosture, frame:Supply, frame:Causation, frame:Placing"
1307,a green background with a white logo and a green background,frame:Color
1311,a close up of a snake made of vegetables and fruits,"frame:CauseChange, frame:Causation, frame:Appointing"
1312,a close up of a person with a wound on their leg,"frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:MedicalConditions"
1314,a cell phone sitting on top of a keyboard with a keyboard on it,"frame:Gizmo, frame:Posture, frame:CommunicationMeans, frame:Contacting, frame:Supply, frame:ChangePosture, frame:NoiseMakers, frame:Substance, frame:Placing, frame:BeingLocated"
1316,a close up of a cat in a box with a remote,"frame:MeasureVolume, frame:Containers, frame:Animals"
1317,a poster for a movie with a man tied to a rope,"frame:Closure, frame:RopeManipulation, frame:Creating, frame:Immobilization, frame:IntentionallyCreate, frame:BehindTheScenes, frame:KnotCreation, frame:People, frame:Attaching, frame:Connectors, frame:InhibitMovement"
1318,"a black and white photo of a cigarette with the words for more information on lung cancer, keep","frame:Intoxicants, frame:Color, frame:MedicalConditions, frame:Representing, frame:Possession, frame:ActivityOngoing, frame:CauseToContinue, frame:Information, frame:Increment"
1319,a woman in a tight dress holding a knife and a knife,"frame:Clothing, frame:People, frame:Weapon"
1320,a close up of a person holding a cat in a dark room,"frame:Dimension, frame:Possession, frame:Containing, frame:BuildingSubparts, frame:People, frame:Animals, frame:Inclusion, frame:Manipulation"
1321,a black and white photo of a young girl with a skull on her head,"frame:Color, frame:Representing, frame:People, frame:ObservableBodyParts, frame:Age"
1322,a close up of a bee flying through the air with a long tail,"frame:DurationAttribute, frame:Motion, frame:ObservableBodyParts, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:Substance, frame:RideVehicle"
1323,a red poster with a gold logo and a man in a wheelchair,"frame:Color, frame:People, frame:Attaching"
1324,a poster for a concert with a couple of people on it,"frame:PerformingArts, frame:People, frame:PersonalRelationship, frame:Attaching"
1325,a woman sitting on the ground holding a book and a sign,"frame:Posture, frame:Sign, frame:NaturalFeatures, frame:Text, frame:PartOrderedSegments, frame:People, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1326,arafed advertisement of a woman blowing a bubble in front of a car,"frame:Excreting, frame:People, frame:PartOrientational, frame:Vehicle, frame:Breathing"
1327,someone is holding a cigarette in their hand and a quote on it,"frame:Intoxicants, frame:Possession, frame:Containing, frame:ObservableBodyParts, frame:Inclusion, frame:Manipulation"
1328,a picture of a drawing of two people sitting on a bench,"frame:Posture, frame:Sensation, frame:OpticalImage, frame:People, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1329,a woman in a red dress holding a bottle of soda,"frame:Color, frame:People, frame:Clothing, frame:MeasureVolume, frame:Containers"
1330,a poster with a plane and a person on it,"frame:People, frame:Vehicle, frame:Attaching"
1333,there is a man flying through the air on a snowboard,"frame:Motion, frame:People, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:Substance, frame:RideVehicle"
1334,painting of a pig with a plate of food in front of it,"frame:CauseToPerceive, frame:Food, frame:PartOrientational, frame:Animals"
1336,a close up of a clock with a person sitting on a bed,"frame:Posture, frame:BeingLocated, frame:Dimension, frame:BuildingSubparts, frame:People, frame:ChangePosture, frame:Supply, frame:Causation, frame:Placing"
1337,a close up of a dog with a rope on its head,"frame:Connectors, frame:ObservableBodyParts, frame:Animals"
1338,a black and white image of a skeleton with a skull on it,"frame:Color, frame:ObservableBodyParts, frame:Awareness"
1339,a close up of a window with water droplets on it,"frame:ConnectingArchitecture, frame:Substance"
1340,a cartoon dog laying in the grass with a person on it,"frame:Filling, frame:Adorning, frame:WorkingOn, frame:People, frame:Animals, frame:LaborProduct, frame:CreateRepresentation, frame:Placing"
1341,a close up of a chocolate bar with a number one on it,"frame:Quantity, frame:Buildings"
1342,a poster with a picture of a black and white image of a building,"frame:Color, frame:Sensation, frame:OpticalImage, frame:Awareness, frame:Attaching, frame:Buildings"
1343,a close up of a person kneeling down with a cigarette,"frame:Posture, frame:Intoxicants, frame:BodyMovement, frame:People, frame:Willingness, frame:ChangePosture"
1344,there is a red box with a ring inside of it,"frame:Color, frame:MeasureVolume, frame:Containers"
1345,a close up of a person kneeling down with a cigarette,"frame:Posture, frame:Intoxicants, frame:BodyMovement, frame:People, frame:Willingness, frame:ChangePosture"
1346,there is a dog that is laying down on the floor,"frame:Animals, frame:Willingness, frame:ArchitecturalPart, frame:Placing"
1347,arafed man with a bald head and a bald man with a beard on a bed,"frame:BuildingSubparts, frame:People, frame:ObservableBodyParts, frame:Supply, frame:Causation, frame:Placing"
1348,a black and white poster with a light bulb hanging from a wire,"frame:Connectors, frame:Color, frame:ColorQualities, frame:Attaching"
1349,there are two bottles of beer sitting next to each other,"frame:Posture, frame:BeingLocated, frame:Food, frame:ChangePosture, frame:Placing"
1350,arafed image of a man in a car with a broken window,"frame:ConnectingArchitecture, frame:People, frame:Awareness, frame:Vehicle"
1351,a close up of a man with a car on his forehead,"frame:People, frame:ObservableBodyParts, frame:Vehicle"
1352,a skeleton gun with a skull on it and a skull on the back,"frame:Weapon, frame:ObservableBodyParts"
1354,a close up of a skeleton standing in a parking lot,"frame:Quantity, frame:Aggregate, frame:OccupyRank"
1355,a green field with trees and a large patch of land,"frame:Color, frame:Supply, frame:Size, frame:Dimension"
1356,araffes woman walking through an airport with luggage and blood,"frame:Cotheme, frame:Filling, frame:People, frame:SelfMotion, frame:Buildings, frame:Containers, frame:Placing"
1359,a poster for the standard of quality cigarettes,"frame:Differentiation, frame:Attaching"
1360,two black and white photos of a man holding a cigarette,"frame:Color, frame:People, frame:Intoxicants"
1361,a poster for a motorcycle accident with a man on a motorcycle,"frame:Coincidence, frame:People, frame:Attaching, frame:OperateVehicle, frame:RideVehicle"
1362,arafed man holding a sign in front of a crowd of naked people,"frame:Aggregate, frame:Sign, frame:Wearing, frame:Possession, frame:Containing, frame:People, frame:PartOrientational, frame:Inclusion, frame:Manipulation"
1364,a close up of a dog with a rope on its head,"frame:Connectors, frame:ObservableBodyParts, frame:Animals"
1365,arafed bottle of absolut mourning on a table,"frame:MeasureVolume, frame:Containers, frame:EmotionDirected"
1366,a poster with a picture of a group of people in a mosque,"frame:Aggregate, frame:Sensation, frame:OpticalImage, frame:People, frame:Attaching, frame:Organization, frame:Buildings"
1367,a poster with a picture of a man hanging from a rope,"frame:Sensation, frame:OpticalImage, frame:People, frame:Attaching, frame:Connectors"
1368,drawing of a pencil drawing of a radio and a knife,"frame:Weapon, frame:CreateRepresentation"
1369,two cigarettes are smoking in the dark with smoke coming out of them,"frame:IngestSubstance, frame:Arriving"
1370,a close up of a picture of a family with a broken glass,"frame:OpticalImage, frame:Substance, frame:Sensation"
1371,a woman holding two bags of milk and a bag of milk,"frame:People, frame:MeasureVolume, frame:Containers, frame:Food"
1373,araffe puppy sleeping on a pile of red and white chewing sticks,"frame:BeingLocated, frame:Filling, frame:Color, frame:MassMotion, frame:AboundingWith, frame:Sleep, frame:Grinding, frame:ComeTogether, frame:Placing"
1374,a white sheet with a red and black drawing of a car,"frame:Color, frame:Vehicle"
1376,arafed man in green suit diving in a pool with a frisbee,"frame:Travel, frame:Color, frame:PathShape, frame:People, frame:Clothing"
1377,a picture taken from a magazine ad for a hangover,"frame:HaveAsRequirement, frame:TakingTime, frame:Text, frame:Sensation, frame:OpticalImage, frame:RequiredEvent, frame:Needing"
1378,a close up of two different types of smoking devices,
1379,a close up of a drawing of a heart with a pen,"frame:Opinion, frame:Awareness"
1380,a drawing of a man falling into a bowl of food,"frame:MotionDirectional, frame:Food, frame:MeasureVolume, frame:People"
1381,a close up of a poster with a large bird on top of a truck,"frame:Posture, frame:Dimension, frame:Size, frame:Attaching, frame:Vehicle, frame:Supply, frame:BeingLocated"
1382,a close up of a cross stitch picture of a man with a mustache,"frame:Sensation, frame:OpticalImage, frame:People, frame:ObservableBodyParts, frame:Attaching"
1383,a close up of a piggy bank with cigarettes and a cigarette,"frame:RelationalNaturalFeatures, frame:Intoxicants"
1385,a close up of a cat on a brick wall with a poster,"frame:Animals, frame:Attaching, frame:ArchitecturalPart"
1386,a woman in a dress and sandals standing next to a river,"frame:Posture, frame:NaturalFeatures, frame:People, frame:Clothing, frame:Placing, frame:ChangePosture, frame:BeingLocated"
1387,a poster with a smiley face and blood splattered on it,"frame:Filling, frame:ObservableBodyParts, frame:Attaching, frame:FacialExpression, frame:Placing"
1388,a large ship in the middle of a large body of water,"frame:Dimension, frame:PartInnerOuter, frame:Size, frame:Vehicle, frame:PartWhole, frame:Substance"
1389,a close up of a bunch of food on a table,"frame:Food, frame:Aggregate"
1390,a close up of a sign with a car and a phone,"frame:Contacting, frame:Sign, frame:Vehicle, frame:CommunicationMeans"
1391,a car with a scyther and a car with a sticker on it,frame:Vehicle
1392,arafed man with a tennis racket hitting a tennis ball,"frame:CauseImpact, frame:Sounds, frame:HitTarget, frame:Sensation, frame:People, frame:Impact, frame:CauseHarm, frame:ExperienceBodilyHarm"
1393,a close up of a sign with a bullet on it,"frame:Ammunition, frame:Sign"
1394,a poster for the comcastt time warner cable,"frame:Reporting, frame:Timespan, frame:EventInstance, frame:Telling, frame:Attaching, frame:LocationInTime"
1395,there is a poster with a man in a hospital bed,"frame:BuildingSubparts, frame:People, frame:Attaching, frame:Buildings, frame:Supply, frame:Causation, frame:Placing"
1396,two penguins are standing next to each other on a road,"frame:Posture, frame:Roadways, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1397,a poster with three pictures of a wooden casket and a green grass field,"frame:Filling, frame:Color, frame:Adorning, frame:Attaching, frame:Containers"
1398,coca cola bottle with feathers and candles on it,"frame:MeasureVolume, frame:People, frame:Containers"
1399,araffe laying on the floor next to a washing machine,"frame:Gizmo, frame:BeingEmployed, frame:ArchitecturalPart, frame:Placing"
1400,a painting of a building with a sign that says about graves,"frame:TextCreation, frame:Sign, frame:Communication, frame:Statement, frame:CauseToPerceive, frame:Request, frame:Buildings"
1401,a close up of a bottle of alcohol with a baby in it,"frame:MeasureVolume, frame:Containers, frame:Intoxicants, frame:PeopleByAge"
1402,a black background with a cigarette and the letter q,"frame:Color, frame:Text, frame:Intoxicants"
1403,arafed vehicle parked on the side of a river with a man standing next to it,"frame:Posture, frame:NaturalFeatures, frame:People, frame:Vehicle, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1404,there is a mermaid sitting on the side of a boat,"frame:Posture, frame:BeingLocated, frame:Vehicle, frame:ChangePosture, frame:Placing"
1405,purple gloved person with chain on their feet on a metal surface,"frame:PartInnerOuter, frame:Color, frame:Wearing, frame:People, frame:Sequence"
1406,a poster for a snack bar with the words rest in piece,"frame:Creating, frame:Rest, frame:Attaching, frame:PartWhole, frame:Building, frame:Buildings"
1407,a close up of a green bag with a zipper on it,"frame:Color, frame:MeasureVolume, frame:Containers"
1408,a close up of a vase with flowers on a table,frame:Containers
1409,a close up of a chicken standing next to a hamburger,"frame:Posture, frame:Food, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1411,a close up of a pay phone with a bunch of snails on it,"frame:CommercePay, frame:Aggregate, frame:CommunicationMeans, frame:Contacting, frame:EarningsAndLosses"
1412,araffe dog laying on a pile of red christmas ornaments,"frame:Filling, frame:CalendricUnit, frame:MassMotion, frame:AboundingWith, frame:Animals, frame:ComeTogether, frame:Placing"
1413,a woman hanging from a chains with meat on her back,"frame:Filling, frame:Food, frame:People, frame:PartOrientational, frame:Placing"
1414,a poster for the movie stop one stop them all,"frame:Halt, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:TemporaryStay, frame:ActivityStop, frame:ProcessStop"
1415,a close up of a person holding a bottle of beer,"frame:Food, frame:MeasureVolume, frame:People, frame:Containers"
1417,a man with a red and white face painted on his face,"frame:CreateRepresentation, frame:Color, frame:CommunicateCategorization, frame:CreatePhysicalArtwork, frame:IntentionallyCreate, frame:People, frame:ObservableBodyParts, frame:FacialExpression"
1418,a close up of a bottle of perfume with a cigarette in it,"frame:MeasureVolume, frame:Grooming, frame:Intoxicants, frame:Containers"
1420,there is a sign that is attached to a hook on a wall,"frame:Sign, frame:Attaching, frame:ArchitecturalPart"
1422,a man sitting on the grass with a piece of bread on his head,"frame:Posture, frame:Filling, frame:Creating, frame:Adorning, frame:Food, frame:People, frame:ObservableBodyParts, frame:PartWhole, frame:ChangePosture, frame:Placing, frame:Building, frame:BeingLocated"
1423,a vintage advertisement for a cigarette that is advertising a santa clause,"frame:OperateVehicle, frame:Bringing, frame:Intoxicants"
1424,a close up of a baby with a deer head on a wall,"frame:ObservableBodyParts, frame:PeopleByAge, frame:ArchitecturalPart"
1425,a magazine advertisement for a horror movie with a monster attacking a human,"frame:Attack, frame:Creating, frame:Text, frame:IntentionallyCreate, frame:BehindTheScenes, frame:People, frame:ExperiencerObj, frame:Fear"
1426,a poster with a sand clock and a cigarette in it,"frame:Substance, frame:Attaching, frame:Intoxicants, frame:Dimension"
1427,a poster for prohibition with two men sitting on a barrel,"frame:Posture, frame:Attaching, frame:ChangePosture, frame:Containers, frame:Placing, frame:BeingLocated"
1428,a poster with a black background and a white text that says game over,"frame:TextCreation, frame:ProcessCompletedState, frame:Communication, frame:Statement, frame:Color, frame:WorkingOn, frame:IntentionallyAct, frame:Attaching, frame:Request, frame:LaborProduct"
1429,a close up of a water droplet with a tree in the middle,"frame:PartInnerOuter, frame:Substance, frame:BiologicalArea"
1431,a poster with a bunch of different types of cords,"frame:Aggregate, frame:Attaching"
1432,a close up of a fur coat hanging on a wooden rack,"frame:Clothing, frame:Filling, frame:Placing"
1433,a close up of a picture of a child with a cigarette,"frame:OpticalImage, frame:PeopleByAge, frame:Intoxicants, frame:Sensation"
1434,a man kneeling down next to a dog on a dirt road,"frame:Posture, frame:BodyMovement, frame:Roadways, frame:People, frame:Animals, frame:Willingness, frame:ChangePosture, frame:Substance"
1435,a close up of a poster with a dog on a bed,"frame:BuildingSubparts, frame:Animals, frame:Attaching, frame:Supply, frame:Causation, frame:Placing"
1436,a close up of a bird with a bunch of trash in it,frame:Aggregate
1437,arafed image of a series of pictures of a woman and a pig,"frame:Animals, frame:People, frame:Awareness, frame:Sequence"
1438,a close up of a hospital bed with a yellow blanket,"frame:Color, frame:BuildingSubparts, frame:Supply, frame:Causation, frame:Placing, frame:Buildings"
