image_id,image description,frames,Emotions,Values
2945,a close up of a golf ball and a golf club on a field,frame:Organization,,"folk:Association, mft:Loyalty"
2946,a large flying object in the air over a road,"frame:SelfMotion, frame:OperateVehicle, frame:Motion, frame:Dimension, frame:RideVehicle, frame:Roadways, frame:Bringing, frame:Substance, frame:Size, frame:CauseChange",,
2947,arafed woman sitting at a table with a plate of food,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Food, frame:Posture, frame:Placing",,"mft:Care, bhv:Benevolence, folk:Helping"
2948,a woman and a boy are smiling for a poster,"frame:People, frame:Attaching, frame:MakingFaces",,
2949,illustration of a rocket launching into the sky with a sign in the foreground,"frame:Vehicle, frame:Sign, frame:CreateRepresentation, frame:Adorning, frame:Locale, frame:Filling",,
2950,coca cola advert featuring a hand holding a bottle of coke,"frame:MeasureVolume, frame:Intoxicants, frame:ObservableBodyParts, frame:Containers",,
2951,a picture of a horse and carriage with a man riding it,"frame:Vehicle, frame:People, frame:Travel, frame:Sensation, frame:OpticalImage, frame:Assistance, frame:RideVehicle, frame:OperateVehicle",,"mft:Care, bhv:Benevolence, folk:Helping"
2952,a close up of a jet flying through the sky with a cloud in the background,"frame:Vehicle, frame:SelfMotion, frame:Motion, frame:Locale, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,folk:Control
2953,a screen shot of a website page with a button,"frame:ClothingParts, frame:Fastener, frame:Ammunition, frame:PartInnerOuter",,mft:Harm
2954,a woman in a black dress and pink boxing gloves,"frame:People, frame:Color, frame:Clothing, frame:Placing",,
2955,a close up of a person making a peace sign with their hands,"frame:Causation, frame:Sign, frame:People, frame:Appointing, frame:CauseChange",be:Enjoyment,"mft:Liberty, bhv:SelfDirection, folk:Fun"
2957,araff with a man standing on a barrel in front of a wall,"frame:ArchitecturalPart, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Containers, frame:PartOrientational, frame:Placing",,"mft:Care, mft:Harm, bhv:Security"
2958,a black and white poster with a cup of coffee on it,"frame:Food, frame:Attaching, frame:Color, frame:Containers",,
2959,a close up of a newspaper advertisement with a man holding a basketball,"frame:Text, frame:People",,
2961,a group of people sitting around a table with drinks and cigarettes,"frame:Aggregate, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Organization",,
2962,a close up of a poster with a captain america theme,,,"bhv:Power, folk:Leadership, mft:Authority"
2964,there is a picture of an apple advertisement on the side of a building,"frame:Buildings, frame:Sensation, frame:OpticalImage, frame:Food",,
2965,a man in a yellow and black suit crouches on a track,"frame:Clothing, frame:ChangePosture, frame:People, frame:PathTraveled, frame:Posture, frame:Roadways, frame:Color",,
2966,crocodile on a green background with a white background,frame:Color,,
2967,a close up of a man in a suit and tie with a mustache,"frame:People, frame:Clothing, frame:ObservableBodyParts",,
2968,audi tt coupe quattro - the lightning bolt,"frame:Vehicle, frame:PoliticalLocales",,mft:Authority
2969,a close up of a woman with a red shirt smiling,"frame:People, frame:Color, frame:Clothing, frame:MakingFaces",,
2970,arafed land rover advertiser pulling a horse over a car,"frame:Vehicle, frame:IngestSubstance, frame:BearingArms, frame:CauseMotion, frame:JudgmentCommunication, frame:Scrutiny, frame:Motion, frame:Manipulation, frame:EarningsAndLosses, frame:Assistance, frame:Inspecting, frame:Removing",,"mft:Care, bhv:Benevolence, folk:Control, folk:Helping, folk:Analysis"
2971,a poster of a car and a truck are shown in this advertisement,"frame:Vehicle, frame:Attaching, frame:CauseToPerceive",,
2972,a close up of a person swinging a golf club with a water hose,"frame:UndergoChange, frame:RenderNonfunctional, frame:SelfMotion, frame:BodyMovement, frame:ChangePositionOnAScale, frame:Substance, frame:Motion, frame:People, frame:Travel, frame:CauseToMoveInPlace, frame:MovingInPlace, frame:PathShape, frame:ChangeDirection, frame:Organization",,"folk:Association, mft:Loyalty"
2973,a close up of a woman with a red lipstick and a magazine cover,"frame:Text, frame:People, frame:Color, frame:BodyDecoration",,
2974,a green background with a number of words in different languages,"frame:Color, frame:Quantity",,folk:Independence
2975,a poster of a man holding a baseball glove on top of a road,"frame:Attaching, frame:People, frame:BeingLocated, frame:Supply, frame:Posture, frame:Roadways",,
2976,arafed fire truck driving down the road with a blue sky in the background,"frame:Vehicle, frame:Event, frame:SelfMotion, frame:CauseMotion, frame:Locale, frame:Roadways, frame:Bringing, frame:Color, frame:RideVehicle, frame:OperateVehicle",,
2977,a soccer field with a soccer ball and a soccer field with a soccer field and a soccer field,,,
2978,the power of retail integration connecting cpgs and retailers,"frame:Differentiation, frame:Commonality",,"bhv:Power, folk:Leadership, mft:Authority"
2979,a white and black advertisement for subway subway subway subway subway subway subway subway subway subway subway subway subway,"frame:Roadways, frame:Color",,
2980,a man in plaid pants standing with his hands on his hips,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
2981,a close up of a bottle of beer being pulled by a rope,"frame:MeasureVolume, frame:CauseMotion, frame:Food, frame:Manipulation, frame:Containers, frame:Connectors",,folk:Control
2982,sony print ad - owl on tripod,,,
2983,a man with blue paint on his body and a blue man with blue paint on his face,"frame:ObservableBodyParts, frame:PartWhole, frame:People, frame:Adorning, frame:FacialExpression, frame:Filling, frame:Color",,
2984,a close up of a man wearing glasses and a suit,"frame:People, frame:Clothing",,
2985,a man in the water with his arms outstretched out,"frame:People, frame:Substance",,
2986,a box of anti - aging powerhouse facial lift cream,"frame:MeasureVolume, frame:ObservableBodyParts, frame:Choosing, frame:People, frame:FacialExpression, frame:Aging, frame:IntentionallyAct, frame:Containers, frame:CauseChangeOfPositionOnAScale",,folk:Development
2987,elephants are running in the grass with a sky background,"frame:Filling, frame:Adorning, frame:SelfMotion, frame:Locale",,"mft:Care, bhv:Benevolence, folk:Helping"
2988,a close up of a banana on a black surface with a yellow arrow,"frame:PerformersAndRoles, frame:BeingLocated, frame:PartInnerOuter, frame:CauseToPerceive, frame:Food, frame:Posture, frame:Color",,
2989,there is a woman holding a baby and a tattoo on her chest,"frame:People, frame:ObservableBodyParts, frame:PartWhole, frame:PeopleByAge",,folk:Family
2991,a close up of a person in an apron preparing food,"frame:People, frame:Food, frame:Clothing, frame:ActivityPrepare",,"mft:Care, bhv:Benevolence, folk:Helping"
2992,a close up of a magazine with a baby in a car seat,"frame:Vehicle, frame:Text, frame:Supply, frame:PeopleByAge, frame:Placing, frame:Capacity",,folk:Family
2994,a close up of a car wrapped in plastic wrap with a red car,"frame:Filling, frame:Placing, frame:Color, frame:Vehicle",,
2995,a close up of a car's gear shift with a black background,"frame:Vehicle, frame:UndergoChange, frame:ChangePositionOnAScale, frame:Artifact, frame:Color, frame:CauseChange",,
2996,a close up of a person wearing an apron and a hat,"frame:People, frame:Clothing, frame:Accoutrements",,
2997,arafed image of a shell on a beach with the words volvo insurance,"frame:Awareness, frame:Weapon, frame:NaturalFeatures",be:Anger,"folk:Consciousness, mft:Harm, folk:Empowerment"
3003,a close up of a cell phone on a wooden table,"frame:Contacting, frame:CommunicationMeans, frame:Substance",,
3005,zebra with yellow stripes on it's head and black background,"frame:Color, frame:ObservableBodyParts",,
3006,a close up of a car parked on a road near a bunch of animals,"frame:Roadways, frame:Placing, frame:Vehicle, frame:Aggregate",,
3007,a close up of a red chair in front of a yellow wall,"frame:ArchitecturalPart, frame:Color, frame:PartOrientational",,"mft:Care, mft:Harm, bhv:Security"
3009,a close up of a man in a bathing suit with a rope,"frame:People, frame:Clothing, frame:Connectors",,folk:Control
3011,a close up of a car with a baby in it,"frame:Vehicle, frame:PeopleByAge",,folk:Family
3012,a car is shown with a car door open and a car door open,"frame:ConnectingArchitecture, frame:Vehicle, frame:CauseToPerceive",,
3013,there are two chairs sitting on the beach with a blue sky,"frame:ChangePosture, frame:BeingLocated, frame:Locale, frame:Posture, frame:Placing, frame:Color, frame:NaturalFeatures",,
3014,a black and white photo of a city with a red cross,"frame:Color, frame:LocaleByUse, frame:Representing, frame:PoliticalLocales",,mft:Authority
3015,oakley sunglasses with red lenses and black frame,"frame:People, frame:Color",,
3016,a close up of a bike parked on a sidewalk near a street,"frame:Roadways, frame:Placing, frame:Vehicle",,
3017,arafed family sitting at a table with a dog and a plate of food,"frame:ChangePosture, frame:BeingLocated, frame:Food, frame:Posture, frame:Animals, frame:Placing",,"mft:Care, bhv:Benevolence, folk:Helping"
3018,a vintage advertisement for the northern mutual life insurance company,"frame:Businesses, frame:Existence",,"mft:Authority, folk:Empowerment"
3019,a close up of a cell phone advertisement with a pair of hands,"frame:Contacting, frame:CommunicationMeans, frame:Substance, frame:Aggregate",,
3021,a little every month goes a long way,"frame:Departing, frame:DurationAttribute, frame:Motion, frame:Travel, frame:Quantity, frame:Means, frame:Dimension, frame:Size",,
3022,there is a man reaching for a jar of candy,"frame:Passing, frame:Arriving, frame:ChangePositionOnAScale, frame:People, frame:Giving, frame:Food, frame:Containers, frame:PathShape",,folk:Giving
3023,there is a small small world with a lot of trees,"frame:Aggregate, frame:Locale, frame:Quantity, frame:Dimension, frame:Size",,
3024,a close up of a pair of shoes with a blue and white stripe,"frame:Clothing, frame:Color, frame:Aggregate",,
3025,a woman in a bikini standing next to a car with a gas mask on,"frame:Vehicle, frame:Clothing, frame:ChangePosture, frame:Accoutrements, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Substance",,
3026,arafed image of a cheerleader in mid air with her team,"frame:Awareness, frame:Aggregate, frame:Leadership, frame:TemporalSubregion, frame:FirstRank, frame:Substance",,"bhv:Power, folk:Leadership, mft:Authority, folk:Consciousness"
3030,a man laying on the ground next to a car with a peacock on it,"frame:People, frame:Vehicle, frame:Placing, frame:NaturalFeatures",,
3031,a close up of a car driving on a road with a light on,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:LocationOfLight, frame:Roadways, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
3032,a close up of a newspaper advertisement with a man riding a bike,"frame:Vehicle, frame:Text, frame:People, frame:Travel, frame:RideVehicle, frame:OperateVehicle",,
3033,a couple of posters with different types of food on them,"frame:Food, frame:PersonalRelationship",,"mft:Care, bhv:Benevolence, folk:Association, folk:Helping, mft:Loyalty"
3034,a green poster with a white logo and a black background,"frame:Attaching, frame:Color",,
3035,there is a refrigerator with a clock on the door in a store,"frame:InchoativeChangeOfTemperature, frame:LocaleByUse, frame:ConnectingArchitecture, frame:CauseTemperatureChange, frame:Dimension, frame:Businesses",,
3038,arafed truck driving down a snowy road with a large snow plow,"frame:Vehicle, frame:Size, frame:SelfMotion, frame:CauseMotion, frame:Dimension, frame:Willingness, frame:Precipitation, frame:RideVehicle, frame:Roadways, frame:Bringing, frame:Gizmo, frame:OperateVehicle",,folk:Willingness
3039,a close up of a pink and green knife on a white surface,"frame:Color, frame:PartInnerOuter, frame:Weapon",,mft:Harm
3040,a poster with a quote that reads take a dive or gas for air during one,"frame:Attaching, frame:Conquering, frame:Bringing, frame:Cotheme, frame:Taking, frame:ChangeOfLeadership, frame:Getting, frame:EarningsAndLosses, frame:Removing, frame:ChangeOfQuantityOfPossession, frame:Substance",,"bhv:Power, folk:Leadership, mft:Authority"
3041,arafed image of a woman and two children sitting on a car,"frame:Vehicle, frame:Awareness, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,folk:Consciousness
3042,araffes falling from a tree into the air with a man on a motorcycle,"frame:Substance, frame:People, frame:BiologicalArea, frame:MotionDirectional, frame:RideVehicle, frame:OperateVehicle",,
3043,arafed woman in apron cooking in an old fashioned stove,"frame:Age, frame:People, frame:Clothing",,
3045,a close up of a woman sitting in a taxi with a bottle of vodka,"frame:Vehicle, frame:MeasureVolume, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Containers, frame:Placing",,
3046,a black and white advertisement for a scuba gear store,"frame:Color, frame:LocaleByUse, frame:Artifact, frame:Businesses",,
3049,a poster for a halloween movie with a cone on it,"frame:Attaching, frame:Creating, frame:BehindTheScenes, frame:Artifact, frame:IntentionallyCreate",,mft:Harm
3050,a close up of a child holding a stop sign with a safety sign in the background,"frame:TemporaryStay, frame:BeingAtRisk, frame:Sign, frame:PeopleByAge",,"mft:Care, folk:Risk"
3051,a close up of a monkey holding a stuffed animal on a white background,"frame:Animals, frame:Color, frame:AboundingWith",,
3052,a poster with a picture of cows in a pen and a box,"frame:MeasureVolume, frame:Attaching, frame:Sensation, frame:OpticalImage, frame:Containers",,
3053,two children holding guns in a classroom with a blackboard,"frame:Containing, frame:Inclusion, frame:Possession, frame:Manipulation, frame:BuildingSubparts",,folk:Control
3054,a black and white photo of a road with a car driving down it,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:Willingness, frame:Representing, frame:Roadways, frame:Bringing, frame:Color, frame:RideVehicle, frame:OperateVehicle",,folk:Willingness
3055,two cans of soda with a bottle opener on top of them,"frame:MeasureVolume, frame:BeingLocated, frame:Supply, frame:Posture, frame:Containers",,
3056,a cartoon spider man is holding a fishing pole and fishing,"frame:CreateRepresentation, frame:CauseMotion, frame:LaborProduct, frame:People, frame:Supporting, frame:WorkingOn, frame:InchoativeAttaching",,
3058,arafed image of a yellow car driving down a highway,"frame:Vehicle, frame:Awareness, frame:SelfMotion, frame:CauseMotion, frame:Willingness, frame:Roadways, frame:Bringing, frame:Color, frame:RideVehicle, frame:OperateVehicle",,"folk:Willingness, folk:Consciousness"
3059,a poster for the atlantic one hundred if if years,frame:Attaching,,
3060,arafed man in a bathroom with a toilet and a mirror,"frame:People, frame:BuildingSubparts",,
3061,a man in a wheelchair next to a red mustang,"frame:People, frame:Color",,
3062,there is a baby in a diaper walking on the grass,"frame:Filling, frame:Clothing, frame:Adorning, frame:PeopleByAge",,"folk:Family, mft:Care, bhv:Benevolence, folk:Helping"
3063,a close up of a person in a car with a seat belt,"frame:Vehicle, frame:Accoutrements, frame:People, frame:Supply, frame:Placing, frame:Capacity",,
3064,a close up of a person's eye with a hole in it,"frame:People, frame:ObservableBodyParts",,folk:Analysis
3066,a poster with a laptop and a camera on it,frame:Attaching,,
3067,a close up of a statue of a man wearing a suit and tie,"frame:People, frame:Clothing, frame:PhysicalArtworks",,
3069,a bitcoin is sitting on top of a stack of coins,"frame:ChangePosture, frame:BeingLocated, frame:Supply, frame:Posture, frame:Filling, frame:Placing",,
3073,a red toyota rav parked on a road in a park,"frame:Locale, frame:Roadways, frame:Placing, frame:Color, frame:PoliticalLocales",,mft:Authority
3074,a man walking down the street with a camera and a cell phone,"frame:Contacting, frame:SelfMotion, frame:Cotheme, frame:People, frame:CommunicationMeans, frame:Roadways, frame:Substance",,
3075,a man in a white shirt and tie sitting in a chair,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Color",,
3076,a group of people sitting in chairs in a circle with a nissan logo,"frame:Shapes, frame:Aggregate, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Organization",,
3077,a picture of a car with a stamp on it and a mosquito on it,"frame:Vehicle, frame:Sensation, frame:OpticalImage",,
3078,a close up of a knife block with a knife on a table,frame:Weapon,,mft:Harm
3081,a close up of a poster on a bus stop advertising a woman,"frame:TemporaryStay, frame:Attaching, frame:Vehicle, frame:People, frame:Bringing, frame:OperateVehicle",,
3082,arafed note on a windshield of a car with a note attached to it,frame:Vehicle,,
3083,a close up of a person wearing a fireman hat and holding a bag of sour sour sour,"frame:MeasureVolume, frame:People, frame:Containers, frame:Accoutrements",,
3084,a lego brick is sitting on a green surface,"frame:ChangePosture, frame:BeingLocated, frame:PartInnerOuter, frame:Posture, frame:Placing, frame:Color",,
3085,a picture taken from a distance of a city with a sunset in the background,"frame:Needing, frame:LocaleByUse, frame:Range, frame:TakingTime, frame:Sensation, frame:HaveAsRequirement, frame:CalendricUnit, frame:OpticalImage, frame:RequiredEvent, frame:PoliticalLocales",,mft:Authority
3087,there is a man that is standing behind a net with a basketball,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
3088,a woman in a black dress standing in front of a wall of shoes,"frame:Clothing, frame:ArchitecturalPart, frame:People, frame:OccupyRank, frame:PartOrientational, frame:Color",,"mft:Care, mft:Harm, folk:Consideration, mft:Authority, bhv:Security"
3089,bmw print advert featuring a photo of a cracked wall,"frame:CauseHarm, frame:ArchitecturalPart, frame:Representing",,"mft:Care, mft:Harm, bhv:Security"
3090,there is a soccer ball with a buckle on it and a quote,"frame:ClothingParts, frame:Fastener",,
3091,a close up of a poster with a man standing in front of a door,"frame:Attaching, frame:ConnectingArchitecture, frame:People, frame:OccupyRank, frame:PartOrientational",,"mft:Authority, mft:Harm, folk:Consideration"
3092,a drawing of a car and a bicycle on a graph paper,"frame:Vehicle, frame:CauseToPerceive, frame:Filling, frame:CommunicateCategorization, frame:Substance, frame:Representing, frame:Ingredients",,
3093,a man standing on the side of a road next to a car,"frame:Vehicle, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Roadways, frame:Placing",,
3097,a close up of a telephone on a red wall with a cord,"frame:Contacting, frame:ArchitecturalPart, frame:CommunicationMeans, frame:Connectors, frame:Color",,"mft:Care, bhv:Security"
3098,a close up of a person in jeans with a bag of food,"frame:Food, frame:People, frame:Containers, frame:MeasureVolume",,"mft:Care, bhv:Benevolence, folk:Helping"
3099,arafed image of a woman in a white dress standing in a room,,,"folk:Consciousness, mft:Authority, folk:Consideration"
3101,there is a blue door with writing on it that says treat barnastic,,,"mft:Care, bhv:Benevolence, folk:Helping"
3103,a couple of pictures of a bunch of cars parked on the side of the road,,,"folk:Association, mft:Loyalty"
3104,there is a man laying in a hospital bed with a hospital lamp,"frame:Buildings, frame:Causation, frame:People, frame:Supply, frame:BuildingSubparts, frame:Placing",,mft:Care
3105,a close up of a clock with a picture of a person on a cell phone,"frame:Contacting, frame:People, frame:CommunicationMeans, frame:Sensation, frame:OpticalImage, frame:Dimension, frame:Substance",,
3106,a picture taken from a volkswagen ad showing a ship sinking in the ocean,"frame:Vehicle, frame:Needing, frame:TakingTime, frame:CauseToPerceive, frame:Sensation, frame:HaveAsRequirement, frame:OpticalImage, frame:RequiredEvent, frame:NaturalFeatures",,
3107,a close up of a glass bottle with a metal fitting,"frame:MeasureVolume, frame:Containers, frame:Substance",,
3108,a picture taken from a distance of a city with a sunset in the background,"frame:Needing, frame:LocaleByUse, frame:Range, frame:TakingTime, frame:Sensation, frame:HaveAsRequirement, frame:CalendricUnit, frame:OpticalImage, frame:RequiredEvent, frame:PoliticalLocales",,mft:Authority
3109,there is a banana that is standing in a cage,"frame:ChangePosture, frame:BeingLocated, frame:Food, frame:Posture, frame:Placing",,
3113,there is a woman standing next to a speed limit sign on the side of the road,"frame:SelfMotion, frame:Sign, frame:Choosing, frame:ChangePosture, frame:Speed, frame:People, frame:BeingLocated, frame:Frequency, frame:Posture, frame:Roadways, frame:Placing, frame:CauseChangeOfPositionOnAScale, frame:GrantPermission",,"folk:Consent, mft:Oppression"
3114,a red car with a bunch of cartoon characters on it,"frame:Vehicle, frame:Aggregate, frame:CreateRepresentation, frame:WorkingOn, frame:LaborProduct, frame:Color",,
3115,a woman sitting on the ground with a cat next to her,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Animals, frame:Placing, frame:NaturalFeatures",,
3116,a close up of a cabbage with a tag on it,frame:Attaching,,
3117,a vintage poster of a woman reading a book to a child,"frame:Text, frame:Attaching, frame:People, frame:PartOrderedSegments, frame:PeopleByAge",,mft:Care
3119,a close up of a car with a bird on the front of it,"frame:Vehicle, frame:PartOrientational",,mft:Harm
3121,a poster with a man in a hat and a tie,"frame:People, frame:Attaching, frame:Clothing, frame:Accoutrements",,
3124,a volkswagen logo is shown on a white background,"frame:Color, frame:CauseToPerceive",,
3125,a close up of a tire with a wave on it,frame:Event,,
3126,a close up of a stack of cell phones on a table,"frame:Filling, frame:Placing, frame:Substance",,
3127,a man in a black underwear is holding his stomach,"frame:People, frame:Color, frame:Clothing",,
3128,a person holding a smart phone with a yellow glove on it,"frame:Contacting, frame:Aesthetics, frame:People, frame:CommunicationMeans, frame:MentalProperty, frame:Color",,folk:Beauty
3129,arafed image of a woman looking at her face through a magnifying mirror,"frame:Awareness, frame:ObservableBodyParts, frame:Seeking, frame:Scrutiny, frame:People, frame:FacialExpression",,"folk:Consciousness, folk:Analysis"
3130,there is a broccoli head on a piece of paper with a green background,"frame:ObservableBodyParts, frame:Creating, frame:PartWhole, frame:Building, frame:Filling, frame:Color, frame:Substance, frame:Ingredients",,
3131,a man in a yellow vest and sunglasses standing on a road,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Roadways, frame:Placing, frame:Color",,
3135,arafed baby in a car seat with a blanket in the back,"frame:Vehicle, frame:ObservableBodyParts, frame:Supply, frame:PeopleByAge, frame:Placing, frame:Capacity",,folk:Family
3136,a cartoon of two children are looking at a car with a goat on it,"frame:Vehicle, frame:Seeking, frame:CreateRepresentation, frame:LaborProduct, frame:Scrutiny, frame:PerceptionActive, frame:WorkingOn",,folk:Analysis
3137,araffe advertises a car driving on a snowy road with a moose in the middle,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:PartInnerOuter, frame:Roadways, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
3139,a white and red poster with a quote about being a tv host,"frame:Attaching, frame:Color, frame:GuestAndHost",,mft:Care
3140,a white and orange banner with a picture of a globe and a blue background,"frame:Sensation, frame:Color, frame:Locale, frame:OpticalImage",,folk:Structure
3141,surfer holding a surfboard and a bottle of beer on the beach,"frame:MeasureVolume, frame:Motion, frame:Food, frame:Containers, frame:NaturalFeatures",,
3142,a close up of a car driving down a road with lots of eyes on it,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:Willingness, frame:Roadways, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,folk:Willingness
3143,arafed picture of a man on a bridge with a dog,"frame:People, frame:Sensation, frame:OpticalImage, frame:Animals, frame:Roadways",,
3148,a picture illustration of a boy and girl playing with dolls,"frame:CreateRepresentation, frame:People, frame:Adorning, frame:Sensation, frame:OpticalImage, frame:Filling",,
3149,arafed woman in a raft with a bag of luggage on her back,"frame:MeasureVolume, frame:People, frame:Motion, frame:Travel, frame:Manufacturing, frame:Containers, frame:PartOrientational, frame:OperateVehicle",,
3151,a close up of a car with a surfboard on a cart,"frame:Vehicle, frame:Bringing",,
3152,a close up of a bottle with a small ambulance inside of it,"frame:Vehicle, frame:MeasureVolume, frame:Containers, frame:Dimension, frame:Size",,
3153,"a child writing on a blackboard with the words, how cyber - sav are you?","frame:Contacting, frame:PeopleByAge",,mft:Care
3154,a close up of a truck with a basket of food in the back,"frame:Vehicle, frame:ObservableBodyParts, frame:Containers, frame:Food",,"mft:Care, bhv:Benevolence, folk:Helping"
3155,a close up of a computer chair with a laptop on it,frame:Gizmo,,
3157,a poster advertising a business class in a city,"frame:Attaching, frame:Businesses, frame:LocaleByUse, frame:People, frame:Bringing, frame:OperateVehicle, frame:PoliticalLocales",,mft:Authority
3159,a close up of a wooden figure sitting on a ledge,"frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Placing, frame:NaturalFeatures",,
3160,a close up of a light switch with a mcdonald's logo on it,frame:Dimension,,
3161,a poster with a radio and a water splash on it,"frame:Substance, frame:Attaching, frame:Sounds",,
3162,araffe on the road with a volkswagen logo and a volkswagen logo,frame:Roadways,,
3163,a black and white photo of a road with a light trail,"frame:Roadways, frame:Color, frame:ColorQualities, frame:Representing",,
3164,a close up of a person wearing yellow gloves with their hands up,"frame:People, frame:Color",,
3165,araf truck driving down a road with a cement mixer on the back,"frame:Vehicle, frame:Attaching, frame:ObservableBodyParts, frame:SelfMotion, frame:ComingToBe, frame:CauseMotion, frame:Adorning, frame:CauseToAmalgamate, frame:Willingness, frame:Filling, frame:Roadways, frame:Bringing, frame:RideVehicle, frame:Amalgamation, frame:OperateVehicle",,folk:Willingness
3166,painting of a street light and a yellow car with a blue paint,"frame:Vehicle, frame:Roadways, frame:Adorning, frame:LocationOfLight, frame:CauseToPerceive, frame:Filling, frame:Color",,
3167,a couple of cars that are sitting on the side of a road,"frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Roadways, frame:Placing, frame:PersonalRelationship",,"folk:Association, mft:Loyalty"
3170,a close up of a person on a tree with a hat on,"frame:BiologicalArea, frame:People, frame:Accoutrements",,
3171,a man in a suit sitting at a table with a green background,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Color",,
3172,several young men standing in a line on a soccer field,"frame:ChangePosture, frame:Pattern, frame:BeingLocated, frame:Posture, frame:Quantity, frame:Age, frame:Placing",,
3173,a close up of a cell phone with a clock on it,"frame:Contacting, frame:Dimension, frame:CommunicationMeans, frame:Substance",,
3175,a close up of a baby with a cell phone in front of him,"frame:Contacting, frame:CommunicationMeans, frame:PartOrientational, frame:PeopleByAge, frame:Substance",,"folk:Family, mft:Harm"
3177,a poster with a man standing in a doorway and a woman standing in a doorway,"frame:People, frame:OccupyRank, frame:Attaching, frame:ArchitecturalPart",,"mft:Authority, folk:Consideration"
3179,a man with glasses and a mustache is standing in front of a car,"frame:Vehicle, frame:ObservableBodyParts, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing",,mft:Harm
3180,someone holding a cell phone in their hands with water droplets on them,"frame:Contacting, frame:Inclusion, frame:Possession, frame:CommunicationMeans, frame:Manipulation, frame:Containing, frame:Substance",,folk:Control
3181,a close up of a street sign with leaves on the ground,"frame:Roadways, frame:Sign, frame:NaturalFeatures",,
3182,a close up of a person holding a sign with a robot on it,"frame:People, frame:Sign",,
3183,a close up of two life jackets with sunflowers on them,frame:Existence,,
3184,a close up of a bunch of syops with different colors,frame:Aggregate,,
3185,two posters of a bear with a hat on and a cigarette,"frame:Intoxicants, frame:Accoutrements",,
3186,a red poster with a cartoon character in a helmet,"frame:Attaching, frame:CreateRepresentation, frame:Accoutrements, frame:LaborProduct, frame:WorkingOn, frame:Color",,
3187,there are many umbrellas on the beach near the water,"frame:Substance, frame:NaturalFeatures",,
3188,arafed image of a couple riding a motorcycle with a helmet on,"frame:Awareness, frame:Accoutrements, frame:Travel, frame:RideVehicle, frame:PersonalRelationship, frame:OperateVehicle",,"folk:Association, mft:Loyalty, folk:Consciousness"
3189,honda crv make precious moments possible,"frame:Causation, frame:Creating, frame:Manufacturing, frame:CookingCreation, frame:IntentionallyCreate, frame:ActivityPrepare, frame:CauseChange, frame:Building",,
3191,a close up of a luggage carousel with a car on it,"frame:Vehicle, frame:Containers",,
3192,a poster with a boat in the middle of the ocean,"frame:Vehicle, frame:Attaching, frame:PartInnerOuter, frame:NaturalFeatures",,
3193,there is a man standing in front of a computer screen,"frame:People, frame:PartInnerOuter, frame:OccupyRank, frame:PartOrientational, frame:Gizmo",,"mft:Authority, mft:Harm, folk:Consideration"
3194,arafed parking lot with a red car and a white sign,"frame:Vehicle, frame:Aggregate, frame:Sign, frame:Quantity, frame:Color",,
3195,a man holding a little girl in his arms with a quote on it,"frame:People, frame:Dimension, frame:Size",,
3197,a bag of green peas sitting on top of a white surface,"frame:MeasureVolume, frame:ChangePosture, frame:BeingLocated, frame:PartInnerOuter, frame:Supply, frame:Posture, frame:Containers, frame:Placing, frame:Color",,
3198,arafed man standing in front of a desk with a bottle of water,"frame:MeasureVolume, frame:People, frame:OccupyRank, frame:Containers, frame:PartOrientational, frame:Substance",,"mft:Authority, mft:Harm, folk:Consideration"
3200,a woman holding a baby standing next to a tree,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:BiologicalArea, frame:Posture, frame:PeopleByAge, frame:Placing",,folk:Family
